id,group,transaction_id,transaction_type,recipient_name,recipient_email,amount,currency,fuel_type,quantity_liters,truck_number,truck_id,departure_date,arrival_date,storage_location,contract_ref,notes,created_at,metadata
180,Group C,BPCL-TXN-2014499,incoming,Meera Jain,meera.jain@bpcl.co.in,392292.69,INR,Naphtha,32225,"TRK7590,TRK2350,TRK9791,TRK9808","TID745972,TID260097,TID390946,TID187657",,2025-02-09,TankFarm-2,CNTR-28377,Weather delay,2025-01-20T17:20:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 32225, ""truck_count"": 4, ""contract_ref"": ""CNTR-28377"", ""storage_location"": ""TankFarm-2""}"
181,Group A,BPCL-TXN-2109227,incoming,Vikram Khosla,vikram.khosla@bpcl.co.in,342177.38,INR,HSD,8794,"TRK2412,TRK8118","TID221620,TID575394",,2025-03-20,TankFarm-10,CNTR-20901,Priority consignment,2025-03-27T23:42:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 8794, ""truck_count"": 2, ""contract_ref"": ""CNTR-20901"", ""storage_location"": ""TankFarm-10""}"
182,Group B,BPCL-TXN-3003921,outgoing,Ramesh Khosla,ramesh.khosla@bpcl.co.in,124478.55,INR,MS,11736,TRK9133,TID463546,2025-03-08,,TankFarm-9,CNTR-24247,Customs hold,2025-02-17T04:47:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""MS"", ""quantity_liters"": 11736, ""truck_count"": 1, ""contract_ref"": ""CNTR-24247"", ""storage_location"": ""TankFarm-9""}"
183,Group C,BPCL-TXN-5509119,outgoing,Sahil Patel,sahil.patel@bpcl.co.in,584286.96,INR,MS,22955,TRK8034,TID385192,2025-03-09,,TankFarm-2,CNTR-24308,Requires escort,2025-03-05T14:32:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""MS"", ""quantity_liters"": 22955, ""truck_count"": 1, ""contract_ref"": ""CNTR-24308"", ""storage_location"": ""TankFarm-2""}"
184,Group A,BPCL-TXN-9382064,incoming,Ajay Bansal,ajay.bansal@bpcl.co.in,145989.01,INR,HSD,21719,TRK2889,TID339499,,2025-03-07,TankFarm-1,CNTR-20721,Standard operation,2025-02-01T01:30:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 21719, ""truck_count"": 1, ""contract_ref"": ""CNTR-20721"", ""storage_location"": ""TankFarm-1""}"
185,Group B,BPCL-TXN-3518002,incoming,Amit Sharma,amit.sharma@bpcl.co.in,425826.97,INR,ATF,19713,"TRK5067,TRK7819,TRK6241","TID384434,TID966120,TID181670",,2025-03-15,TankFarm-6,CNTR-21956,Documentation pending,2025-03-28T01:11:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 19713, ""truck_count"": 3, ""contract_ref"": ""CNTR-21956"", ""storage_location"": ""TankFarm-6""}"
186,Group C,BPCL-TXN-9653253,incoming,Ramesh Jain,ramesh.jain@bpcl.co.in,74971.67,INR,ATF,23501,"TRK6362,TRK2415,TRK8483","TID108356,TID486839,TID310418",,2025-02-07,TankFarm-10,CNTR-24979,Weather delay,2025-03-01T11:37:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 23501, ""truck_count"": 3, ""contract_ref"": ""CNTR-24979"", ""storage_location"": ""TankFarm-10""}"
187,Group A,BPCL-TXN-4278644,outgoing,Sahil Nair,sahil.nair@bpcl.co.in,576349.61,INR,HSD,10867,TRK1104,TID529954,2025-01-04,,TankFarm-4,CNTR-28872,Gate pass pending,2025-03-23T22:56:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""HSD"", ""quantity_liters"": 10867, ""truck_count"": 1, ""contract_ref"": ""CNTR-28872"", ""storage_location"": ""TankFarm-4""}"
188,Group B,BPCL-TXN-6620658,incoming,Ramesh Gupta,ramesh.gupta@bpcl.co.in,297799.25,INR,LDO,11812,"TRK9680,TRK4902","TID540208,TID615929",,2025-01-08,TankFarm-3,CNTR-24584,Requires escort,2025-01-06T07:57:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 11812, ""truck_count"": 2, ""contract_ref"": ""CNTR-24584"", ""storage_location"": ""TankFarm-3""}"
189,Group C,BPCL-TXN-7929943,outgoing,Sahil Verma,sahil.verma@bpcl.co.in,357382.07,INR,MS,39061,TRK2565,TID629979,2025-01-18,,TankFarm-11,CNTR-26461,Requires escort,2025-03-17T18:03:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""MS"", ""quantity_liters"": 39061, ""truck_count"": 1, ""contract_ref"": ""CNTR-26461"", ""storage_location"": ""TankFarm-11""}"
190,Group A,BPCL-TXN-3192921,incoming,Sunita Rao,sunita.rao@bpcl.co.in,214218.43,INR,LDO,30752,"TRK6345,TRK6211,TRK8417,TRK5455,TRK4827,TRK2223","TID312559,TID242723,TID917823,TID907557,TID713110,TID214266",,2025-01-20,TankFarm-2,CNTR-22693,Temperature sensitive,2025-03-01T10:26:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 30752, ""truck_count"": 6, ""contract_ref"": ""CNTR-22693"", ""storage_location"": ""TankFarm-2""}"
191,Group B,BPCL-TXN-7011065,incoming,Meera Desai,meera.desai@bpcl.co.in,352639.88,INR,ATF,22367,TRK2481,TID265271,,2025-03-29,TankFarm-5,CNTR-29884,Standard operation,2025-01-28T10:09:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 22367, ""truck_count"": 1, ""contract_ref"": ""CNTR-29884"", ""storage_location"": ""TankFarm-5""}"
192,Group C,BPCL-TXN-5164420,incoming,Ketan Jain,ketan.jain@bpcl.co.in,397258.26,INR,LDO,22050,"TRK1509,TRK7625","TID996114,TID574167",,2025-03-13,TankFarm-12,CNTR-29013,Weather delay,2025-01-13T14:06:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 22050, ""truck_count"": 2, ""contract_ref"": ""CNTR-29013"", ""storage_location"": ""TankFarm-12""}"
193,Group A,BPCL-TXN-3345338,outgoing,Priya Sharma,priya.sharma@bpcl.co.in,69710.16,INR,HSD,9566,TRK4246,TID963684,2025-02-21,,TankFarm-6,CNTR-21376,Priority consignment,2025-01-10T00:04:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""HSD"", ""quantity_liters"": 9566, ""truck_count"": 1, ""contract_ref"": ""CNTR-21376"", ""storage_location"": ""TankFarm-6""}"
194,Group B,BPCL-TXN-8439543,incoming,Meera Mehta,meera.mehta@bpcl.co.in,91684.51,INR,LDO,13029,TRK8552,TID153097,,2025-01-22,TankFarm-10,CNTR-27096,Quality check required,2025-03-05T00:24:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 13029, ""truck_count"": 1, ""contract_ref"": ""CNTR-27096"", ""storage_location"": ""TankFarm-10""}"
195,Group C,BPCL-TXN-3899223,outgoing,Ketan Desai,ketan.desai@bpcl.co.in,683520.56,INR,LDO,19340,TRK8307,TID255851,2025-01-05,,TankFarm-10,CNTR-24026,Priority consignment,2025-03-05T13:56:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 19340, ""truck_count"": 1, ""contract_ref"": ""CNTR-24026"", ""storage_location"": ""TankFarm-10""}"
196,Group A,BPCL-TXN-2023059,outgoing,Priya Rao,priya.rao@bpcl.co.in,302686.08,INR,ATF,14071,TRK9614,TID361250,2025-03-22,,TankFarm-9,CNTR-20319,Quality check required,2025-02-15T15:34:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 14071, ""truck_count"": 1, ""contract_ref"": ""CNTR-20319"", ""storage_location"": ""TankFarm-9""}"
197,Group B,BPCL-TXN-6771934,outgoing,Kavita Bansal,kavita.bansal@bpcl.co.in,389235.11,INR,ATF,18723,TRK3946,TID127329,2025-02-10,,TankFarm-10,CNTR-23588,Standard operation,2025-02-05T01:51:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 18723, ""truck_count"": 1, ""contract_ref"": ""CNTR-23588"", ""storage_location"": ""TankFarm-10""}"
198,Group C,BPCL-TXN-9882399,outgoing,Ketan Bansal,ketan.bansal@bpcl.co.in,749714.17,INR,HSD,7562,TRK5060,TID788772,2025-01-31,,TankFarm-5,CNTR-28743,Standard operation,2025-01-29T18:54:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""HSD"", ""quantity_liters"": 7562, ""truck_count"": 1, ""contract_ref"": ""CNTR-28743"", ""storage_location"": ""TankFarm-5""}"
199,Group A,BPCL-TXN-7516648,outgoing,Ketan Mehta,ketan.mehta@bpcl.co.in,152672.77,INR,Naphtha,21840,TRK6878,TID720298,2025-01-04,,TankFarm-12,CNTR-25761,Customs hold,2025-03-14T06:53:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 21840, ""truck_count"": 1, ""contract_ref"": ""CNTR-25761"", ""storage_location"": ""TankFarm-12""}"
200,Group B,BPCL-TXN-9258194,outgoing,Shreya Rao,shreya.rao@bpcl.co.in,152278.66,INR,MS,6915,TRK1920,TID343923,2025-03-19,,TankFarm-4,CNTR-20326,Documentation pending,2025-03-03T00:21:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""MS"", ""quantity_liters"": 6915, ""truck_count"": 1, ""contract_ref"": ""CNTR-20326"", ""storage_location"": ""TankFarm-4""}"
201,Group C,BPCL-TXN-4380011,outgoing,Meera Mehta,meera.mehta@bpcl.co.in,272050.31,INR,HSD,22206,TRK1975,TID122977,2025-01-19,,TankFarm-10,CNTR-22320,Requires escort,2025-03-09T11:04:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""HSD"", ""quantity_liters"": 22206, ""truck_count"": 1, ""contract_ref"": ""CNTR-22320"", ""storage_location"": ""TankFarm-10""}"
202,Group A,BPCL-TXN-7636992,incoming,Anil Patel,anil.patel@bpcl.co.in,269006.78,INR,LDO,13942,"TRK8157,TRK8982","TID780714,TID432695",,2025-01-23,TankFarm-12,CNTR-29207,Gate pass pending,2025-01-29T21:37:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 13942, ""truck_count"": 2, ""contract_ref"": ""CNTR-29207"", ""storage_location"": ""TankFarm-12""}"
203,Group B,BPCL-TXN-7348231,outgoing,Vikram Khosla,vikram.khosla@bpcl.co.in,524161.37,INR,HSD,12646,TRK1029,TID836109,2025-03-15,,TankFarm-7,CNTR-29297,Standard operation,2025-01-24T19:20:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""HSD"", ""quantity_liters"": 12646, ""truck_count"": 1, ""contract_ref"": ""CNTR-29297"", ""storage_location"": ""TankFarm-7""}"
204,Group C,BPCL-TXN-4706007,outgoing,Pooja Bansal,pooja.bansal@bpcl.co.in,100479.92,INR,ATF,10217,TRK6425,TID881549,2025-01-10,,TankFarm-4,CNTR-25682,Gate pass pending,2025-01-22T20:56:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 10217, ""truck_count"": 1, ""contract_ref"": ""CNTR-25682"", ""storage_location"": ""TankFarm-4""}"
205,Group A,BPCL-TXN-6632941,outgoing,Rahul Sharma,rahul.sharma@bpcl.co.in,217279.02,INR,HSD,5442,TRK6742,TID369125,2025-01-14,,TankFarm-12,CNTR-20020,Standard operation,2025-02-19T14:46:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""HSD"", ""quantity_liters"": 5442, ""truck_count"": 1, ""contract_ref"": ""CNTR-20020"", ""storage_location"": ""TankFarm-12""}"
206,Group B,BPCL-TXN-3790695,incoming,Kavita Jain,kavita.jain@bpcl.co.in,382484.45,INR,ATF,28018,"TRK7149,TRK2661,TRK8855,TRK4695,TRK3664","TID573209,TID177289,TID938016,TID986846,TID135035",,2025-02-07,TankFarm-1,CNTR-25221,Priority consignment,2025-01-14T02:21:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 28018, ""truck_count"": 5, ""contract_ref"": ""CNTR-25221"", ""storage_location"": ""TankFarm-1""}"
207,Group C,BPCL-TXN-7299138,incoming,Amit Khosla,amit.khosla@bpcl.co.in,79376.76,INR,MS,27147,"TRK8909,TRK1507,TRK8066,TRK3703,TRK8113","TID264735,TID156157,TID206176,TID447177,TID315535",,2025-01-25,TankFarm-7,CNTR-29078,Documentation pending,2025-02-03T21:18:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""MS"", ""quantity_liters"": 27147, ""truck_count"": 5, ""contract_ref"": ""CNTR-29078"", ""storage_location"": ""TankFarm-7""}"
208,Group A,BPCL-TXN-2609202,incoming,Ramesh Jain,ramesh.jain@bpcl.co.in,439533.11,INR,ATF,15065,TRK6911,TID104000,,2025-02-24,TankFarm-2,CNTR-24825,Temperature sensitive,2025-01-26T03:01:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 15065, ""truck_count"": 1, ""contract_ref"": ""CNTR-24825"", ""storage_location"": ""TankFarm-2""}"
209,Group B,BPCL-TXN-5895783,incoming,Priya Singh,priya.singh@bpcl.co.in,636732.58,INR,LDO,31048,"TRK9013,TRK5341,TRK2493,TRK9914","TID506351,TID293862,TID489043,TID499974",,2025-02-17,TankFarm-3,CNTR-27303,Standard operation,2025-02-03T14:29:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 31048, ""truck_count"": 4, ""contract_ref"": ""CNTR-27303"", ""storage_location"": ""TankFarm-3""}"
210,Group C,BPCL-TXN-5505722,incoming,Anil Sharma,anil.sharma@bpcl.co.in,134569.74,INR,MS,10616,"TRK6632,TRK9871,TRK7782,TRK4727,TRK1999,TRK7342","TID958160,TID647967,TID538967,TID661527,TID820442,TID597889",,2025-03-15,TankFarm-4,CNTR-27803,Priority consignment,2025-01-11T12:57:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""MS"", ""quantity_liters"": 10616, ""truck_count"": 6, ""contract_ref"": ""CNTR-27803"", ""storage_location"": ""TankFarm-4""}"
211,Group A,BPCL-TXN-1582647,outgoing,Shreya Bansal,shreya.bansal@bpcl.co.in,677829.92,INR,Naphtha,10663,TRK2970,TID893969,2025-02-27,,TankFarm-3,CNTR-22738,Weather delay,2025-01-25T04:02:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 10663, ""truck_count"": 1, ""contract_ref"": ""CNTR-22738"", ""storage_location"": ""TankFarm-3""}"
212,Group B,BPCL-TXN-8304686,incoming,Sunita Gupta,sunita.gupta@bpcl.co.in,132211.73,INR,Naphtha,21900,"TRK2097,TRK2425,TRK7358","TID683390,TID516656,TID678870",,2025-02-11,TankFarm-5,CNTR-28514,Temperature sensitive,2025-01-02T22:39:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 21900, ""truck_count"": 3, ""contract_ref"": ""CNTR-28514"", ""storage_location"": ""TankFarm-5""}"
213,Group C,BPCL-TXN-8039616,outgoing,Priya Jain,priya.jain@bpcl.co.in,133490.68,INR,Naphtha,39530,TRK2641,TID210766,2025-03-14,,TankFarm-2,CNTR-24687,Documentation pending,2025-02-14T13:16:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 39530, ""truck_count"": 1, ""contract_ref"": ""CNTR-24687"", ""storage_location"": ""TankFarm-2""}"
214,Group A,BPCL-TXN-9146760,incoming,Anil Bansal,anil.bansal@bpcl.co.in,367958.8,INR,HSD,23049,"TRK3356,TRK7581,TRK1635,TRK7484","TID447596,TID824056,TID349119,TID151685",,2025-03-02,TankFarm-5,CNTR-26102,Standard operation,2025-02-13T09:19:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 23049, ""truck_count"": 4, ""contract_ref"": ""CNTR-26102"", ""storage_location"": ""TankFarm-5""}"
215,Group B,BPCL-TXN-9248001,incoming,Ajay Khosla,ajay.khosla@bpcl.co.in,521517.72,INR,HSD,13807,"TRK8259,TRK6257,TRK5414","TID864201,TID537017,TID734366",,2025-03-24,TankFarm-2,CNTR-23079,Temperature sensitive,2025-01-28T13:47:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 13807, ""truck_count"": 3, ""contract_ref"": ""CNTR-23079"", ""storage_location"": ""TankFarm-2""}"
216,Group C,BPCL-TXN-9665455,incoming,Ajay Verma,ajay.verma@bpcl.co.in,620237.61,INR,Naphtha,15418,TRK6097,TID844037,,2025-03-06,TankFarm-7,CNTR-22222,Documentation pending,2025-03-14T00:11:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 15418, ""truck_count"": 1, ""contract_ref"": ""CNTR-22222"", ""storage_location"": ""TankFarm-7""}"
217,Group A,BPCL-TXN-4367636,incoming,Ajay Sharma,ajay.sharma@bpcl.co.in,205880.44,INR,ATF,8313,"TRK4262,TRK5488,TRK7035","TID963508,TID586768,TID629663",,2025-02-20,TankFarm-11,CNTR-22029,Standard operation,2025-01-31T11:31:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 8313, ""truck_count"": 3, ""contract_ref"": ""CNTR-22029"", ""storage_location"": ""TankFarm-11""}"
218,Group B,BPCL-TXN-3979359,outgoing,Ajay Singh,ajay.singh@bpcl.co.in,450488.18,INR,LDO,23560,TRK3679,TID978343,2025-02-03,,TankFarm-12,CNTR-21480,Priority consignment,2025-01-04T12:03:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 23560, ""truck_count"": 1, ""contract_ref"": ""CNTR-21480"", ""storage_location"": ""TankFarm-12""}"
219,Group C,BPCL-TXN-4595669,incoming,Ajay Desai,ajay.desai@bpcl.co.in,494350.42,INR,HSD,22634,"TRK7709,TRK9409,TRK1328,TRK1145,TRK8767,TRK3167","TID778818,TID281614,TID730343,TID939767,TID108874,TID334639",,2025-02-02,TankFarm-10,CNTR-25004,Priority consignment,2025-02-24T12:54:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 22634, ""truck_count"": 6, ""contract_ref"": ""CNTR-25004"", ""storage_location"": ""TankFarm-10""}"
220,Group A,BPCL-TXN-5227836,incoming,Sunita Singh,sunita.singh@bpcl.co.in,244055.19,INR,Naphtha,45868,"TRK2676,TRK1120,TRK9380,TRK7131","TID688730,TID778787,TID722615,TID738635",,2025-02-06,TankFarm-5,CNTR-21771,Temperature sensitive,2025-01-09T10:17:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 45868, ""truck_count"": 4, ""contract_ref"": ""CNTR-21771"", ""storage_location"": ""TankFarm-5""}"
221,Group B,BPCL-TXN-5645358,outgoing,Vikram Gupta,vikram.gupta@bpcl.co.in,540542.99,INR,LDO,13344,TRK3456,TID642421,2025-01-31,,TankFarm-1,CNTR-29830,Quality check required,2025-03-26T10:43:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 13344, ""truck_count"": 1, ""contract_ref"": ""CNTR-29830"", ""storage_location"": ""TankFarm-1""}"
222,Group C,BPCL-TXN-1427068,incoming,Pooja Singh,pooja.singh@bpcl.co.in,748165.1,INR,LDO,32431,"TRK7361,TRK1578,TRK4111,TRK6622","TID861842,TID848021,TID333164,TID819656",,2025-03-10,TankFarm-11,CNTR-27794,Gate pass pending,2025-03-06T09:54:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 32431, ""truck_count"": 4, ""contract_ref"": ""CNTR-27794"", ""storage_location"": ""TankFarm-11""}"
223,Group A,BPCL-TXN-4038955,incoming,Vikram Patel,vikram.patel@bpcl.co.in,366316.13,INR,LDO,41636,"TRK6499,TRK2463","TID333049,TID472541",,2025-01-29,TankFarm-12,CNTR-25031,Quality check required,2025-02-12T11:16:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 41636, ""truck_count"": 2, ""contract_ref"": ""CNTR-25031"", ""storage_location"": ""TankFarm-12""}"
224,Group B,BPCL-TXN-8780612,outgoing,Ajay Patel,ajay.patel@bpcl.co.in,366139.01,INR,Naphtha,39031,TRK2166,TID595158,2025-01-25,,TankFarm-9,CNTR-21963,Quality check required,2025-03-09T09:26:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 39031, ""truck_count"": 1, ""contract_ref"": ""CNTR-21963"", ""storage_location"": ""TankFarm-9""}"
225,Group C,BPCL-TXN-3529642,incoming,Amit Desai,amit.desai@bpcl.co.in,273435.67,INR,Naphtha,34987,"TRK6183,TRK3954","TID916779,TID184736",,2025-03-04,TankFarm-6,CNTR-22897,Gate pass pending,2025-03-23T01:00:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 34987, ""truck_count"": 2, ""contract_ref"": ""CNTR-22897"", ""storage_location"": ""TankFarm-6""}"
226,Group A,BPCL-TXN-4512853,incoming,Meera Mehta,meera.mehta@bpcl.co.in,442802.21,INR,HSD,37084,TRK3120,TID744328,,2025-02-25,TankFarm-11,CNTR-27035,Quality check required,2025-02-24T15:24:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 37084, ""truck_count"": 1, ""contract_ref"": ""CNTR-27035"", ""storage_location"": ""TankFarm-11""}"
227,Group B,BPCL-TXN-9955386,incoming,Sunita Khosla,sunita.khosla@bpcl.co.in,295498.52,INR,MS,26116,"TRK4122,TRK1293,TRK1067,TRK5076,TRK4707","TID827213,TID461076,TID427252,TID235193,TID207697",,2025-02-19,TankFarm-9,CNTR-29644,Priority consignment,2025-01-22T02:52:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""MS"", ""quantity_liters"": 26116, ""truck_count"": 5, ""contract_ref"": ""CNTR-29644"", ""storage_location"": ""TankFarm-9""}"
228,Group C,BPCL-TXN-5879280,incoming,Rahul Khosla,rahul.khosla@bpcl.co.in,402209.1,INR,Naphtha,27140,"TRK3192,TRK6615,TRK9031,TRK6885","TID886553,TID297579,TID272892,TID951452",,2025-02-21,TankFarm-1,CNTR-23742,Weather delay,2025-01-17T06:46:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 27140, ""truck_count"": 4, ""contract_ref"": ""CNTR-23742"", ""storage_location"": ""TankFarm-1""}"
229,Group A,BPCL-TXN-9466346,incoming,Amit Patel,amit.patel@bpcl.co.in,290778.8,INR,MS,29588,"TRK5190,TRK9761,TRK1796,TRK1785,TRK2771,TRK1323","TID150578,TID823255,TID221414,TID537020,TID565897,TID498724",,2025-01-16,TankFarm-9,CNTR-24140,Temperature sensitive,2025-03-31T04:13:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""MS"", ""quantity_liters"": 29588, ""truck_count"": 6, ""contract_ref"": ""CNTR-24140"", ""storage_location"": ""TankFarm-9""}"
230,Group B,BPCL-TXN-1156104,outgoing,Vikram Jain,vikram.jain@bpcl.co.in,504706.82,INR,Naphtha,18693,TRK3247,TID539170,2025-01-14,,TankFarm-9,CNTR-21928,Priority consignment,2025-01-15T03:31:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 18693, ""truck_count"": 1, ""contract_ref"": ""CNTR-21928"", ""storage_location"": ""TankFarm-9""}"
